Removed Pin From Net: NetName=GND Pin=Cout3_1-2
Removed Pin From Net: NetName=GND Pin=Cout3_2-2
Removed Pin From Net: NetName=NetCout_4_1 Pin=J1-1
Removed Pin From Net: NetName=GND Pin=J1-2
Removed Pin From Net: NetName=NetCboot_3_1 Pin=L1_3-1
Removed Pin From Net: NetName=NetCout_5_1 Pin=L1_5-1
Removed Pin From Net: NetName=NetCboot_5_1 Pin=L1_5-2
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Pin From Net: NetName=NetCin_1 Pin=MP-1
Removed Member From Class: ClassName=BuckConverters Member=Ccomp_5
Removed Member From Class: ClassName=BuckConverters Member=Cout3_1
Removed Member From Class: ClassName=BuckConverters Member=Cout3_2
Removed Member From Class: ClassName=BuckConverters Member=J1
Change Component Footprint: Designator=Ccomp5 Old Footprint=FP-C0805C-DN-MFG New Footprint=FP-GRM155-0_05-IPC_A
Change Component Footprint: Designator=Rcomp_3 Old Footprint=FP-CRCW0402-e3-MFG New Footprint=FP-CRCW0402-e3-IPC_A
Change Component Footprint: Designator=Rsense_3 Old Footprint=FP-CSR1206-MFG New Footprint=FP-PRL1632-IPC_C
Change Component Footprint: Designator=L1_3 Old Footprint=FP-XAL6060-682MEB-MFG New Footprint=IND_XAL6060_COC
Change Component Footprint: Designator=L1_5 Old Footprint=IND_XAL7030_1.6_COC New Footprint=FP-XAL5030-222MEB-MFG
Change Component Footprint: Designator=Rcomp5 Old Footprint=RESC1005X40X25LL05T05 New Footprint=RESC1005X40X25ML05T05
Change Component Comment : Designator=Ccomp5 Old Comment=C0805C100M4GACTU New Comment=GRM1555C1H391JA01J
Change Component Comment : Designator=Rcomp5 Old Comment=CRCW040259K0FKED New Comment=CRCW040247K5FKED
Change Component Comment : Designator=Rcomp_3 Old Comment=CRCW0402215KFKED New Comment=CRCW0402143KFKED
Change Component Comment : Designator=Rsense_3 Old Comment=CSR1206FK10L0 New Comment=PRL1632-R007-F-T1
Change Component Comment : Designator=Rsense_5 Old Comment=CSR1206FK15L0 New Comment=CSR1206FK12L0
Change Component Comment : Designator=L1_3 Old Comment=XAL6060-682MEB New Comment=XAL6060-562MEB
Change Component Comment : Designator=L1_5 Old Comment=XAL7030-272MEB New Comment=XAL5030-222MEB
Change Component Designator: OldDesignator=Cin NewDesignator=Cin1
Change Component Designator: OldDesignator=Cinx NewDesignator=Cinx1
Change Component Designator: OldDesignator=MP NewDesignator=MP+
Change Component Designator: OldDesignator=Rcomp5 NewDesignator=Rcomp_5
Change Managed Component Library Link : Designator=Ccomp5 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=77BDC578-B937-44A3-93E8-E605D17774AC New ItemGUID=FA212A71-D6AE-4489-B7AF-35AFDB01B86C Old RevisionGUID=5F76F951-0F4D-45B2-8FB8-48F576D2AE69 New RevisionGUID=360BF890-09DF-46B8-A524-3E45D5AEE78D
Change Managed Component Library Link : Designator=Rcomp_5 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=28977BCD-0244-4147-992B-99193A83D05D New ItemGUID=DF2AA65F-4E50-4CFD-A95B-F7AF53E10D08 Old RevisionGUID=49DC0D25-081B-4B3F-BA40-FFBF3AA1E9BA New RevisionGUID=31689189-EA87-43AD-85C3-E01D7CDEFA98
Change Managed Component Library Link : Designator=Rcomp_3 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=FF368D44-6BA2-4F69-93B5-B14D29C0E81A New ItemGUID=9E5AEEB2-BA2B-4E1B-8DD2-0797004DFF72 Old RevisionGUID=0207145A-7D75-4AD3-A490-A9E52A4EAD07 New RevisionGUID=DCBF37D9-526F-4BBC-ABCE-F4EC50CCB5F6
Change Managed Component Library Link : Designator=Rsense_3 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=99FAD5A5-13F5-44E6-83C8-AF504FD1C0A0 New ItemGUID=0EFEC3B4-A2A6-4010-AAAD-497A69D13260 Old RevisionGUID=390BC603-367D-4650-9486-2B989437CC18 New RevisionGUID=DD9D40B5-8BD2-4C6D-A15A-0662D374BFAE
Change Managed Component Library Link : Designator=Rsense_5 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=19339C0C-C0AC-4813-A3EE-7894907AC2D7 New ItemGUID=40E23621-84E3-4AE1-8BCB-0D3B75CD0471 Old RevisionGUID=25DD6B4B-6E25-42D0-B1CA-D9CAE803F7F9 New RevisionGUID=F435EF3D-B8EF-4BB4-A627-3B858CA3106B
Change Managed Component Library Link : Designator=L1_3 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID= Old ItemGUID=1688BCCC-4C7A-488A-9292-09D418CE07D8 New ItemGUID= Old RevisionGUID=8FFACC3E-A866-4492-B68C-42256E5995C2 New RevisionGUID=
Change Managed Component Library Link : Designator=L1_5 Old VaultGUID= New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID= New ItemGUID=D463219A-6A01-4ECF-83E8-A03655D71C9E Old RevisionGUID= New RevisionGUID=41B68AE3-36D9-4A53-98BE-6CEC4F44F1CB
Change component parameters: Designator = "Ccomp5" ("Ccomp5"); Footprint = "FP-C0805C-DN-MFG"; UniqueID = "\UBCQWTKL" ("\UBCQWTKL")
Add component (AddParameter): Name = "Vmax(V)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vmin(V)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vn at 1kHz(Typ)(nV/rtHz)"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=UMD_1(DBV0005A_M)
Add component (AddParameter): Name = "Channel"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "CMRR(Min)(dB)"; Value = "69"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Code_JEDEC"; Value = "MO-178"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.ti.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.ti.com/lit/ds/symlink/tlv271.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "Package Specification"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.ti.com/litv/pdf/mpds018i"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "SLOS351D"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Eco-Plan"; Value = "Green (RoHS & no Sb/Br)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Gain Bandwidth"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "GBW(Typ)(MHz)"; Value = "3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "IIB(Max)(pA)"; Value = "60"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Iq per channel(Max)(mA)"; Value = "0.66"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Channels"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Offset Drift(Typ)(uV/C)"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "5-Pin Plastic Small Outline, Body 1.6 x 2.9 mm, Pitch 0.95 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "DBV0005A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "4073253-4/K, 03/2006"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packing"; Value = "LARGE T&R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartNumber"; Value = "TLV271IDBVR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rating"; Value = "Catalog"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RevisionNote"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Slew Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Slew Rate(Typ)(V/us)"; Value = "2.4"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Sub Family"; Value = "Low Supply Voltage Amplifier (<=2.7V), Precision Amplifier"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "SubFamily"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supply Voltage Max"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supply Voltage Min"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Max"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Min"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Total Supply Voltage(Max)(+5V is 5, +/-5V is 10)"; Value = "16"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Total Supply Voltage(Min)(+5V is 5, +/-5V is 10)"; Value = "2.7"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vio (25C)(Max)(mV)"; Value = "5"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vmax(V)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vmin(V)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vn at 1kHz(Typ)(nV/rtHz)"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=UMD_2(DBV0005A_M)
Add component (AddParameter): Name = "Channel"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "CMRR(Min)(dB)"; Value = "69"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Code_JEDEC"; Value = "MO-178"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.ti.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.ti.com/lit/ds/symlink/tlv271.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "Package Specification"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.ti.com/litv/pdf/mpds018i"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "SLOS351D"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Eco-Plan"; Value = "Green (RoHS & no Sb/Br)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Gain Bandwidth"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "GBW(Typ)(MHz)"; Value = "3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "IIB(Max)(pA)"; Value = "60"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Iq per channel(Max)(mA)"; Value = "0.66"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Channels"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Offset Drift(Typ)(uV/C)"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "5-Pin Plastic Small Outline, Body 1.6 x 2.9 mm, Pitch 0.95 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "DBV0005A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "4073253-4/K, 03/2006"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packing"; Value = "LARGE T&R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartNumber"; Value = "TLV271IDBVR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rating"; Value = "Catalog"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RevisionNote"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Slew Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Slew Rate(Typ)(V/us)"; Value = "2.4"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Sub Family"; Value = "Low Supply Voltage Amplifier (<=2.7V), Precision Amplifier"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "SubFamily"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supply Voltage Max"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supply Voltage Min"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Max"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Min"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Total Supply Voltage(Max)(+5V is 5, +/-5V is 10)"; Value = "16"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Total Supply Voltage(Min)(+5V is 5, +/-5V is 10)"; Value = "2.7"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vio (25C)(Max)(mV)"; Value = "5"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vmax(V)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vmin(V)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vn at 1kHz(Typ)(nV/rtHz)"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=Uservo(DBV0005A_M)
Add component (AddParameter): Name = "Channel"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "CMRR(Min)(dB)"; Value = "69"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Code_JEDEC"; Value = "MO-178"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.ti.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.ti.com/lit/ds/symlink/tlv271.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "Package Specification"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.ti.com/litv/pdf/mpds018i"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "SLOS351D"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Eco-Plan"; Value = "Green (RoHS & no Sb/Br)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Gain Bandwidth"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "GBW(Typ)(MHz)"; Value = "3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "IIB(Max)(pA)"; Value = "60"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Iq per channel(Max)(mA)"; Value = "0.66"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Texas Instruments"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Channels"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Offset Drift(Typ)(uV/C)"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "5-Pin Plastic Small Outline, Body 1.6 x 2.9 mm, Pitch 0.95 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "DBV0005A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "4073253-4/K, 03/2006"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packing"; Value = "LARGE T&R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartNumber"; Value = "TLV271IDBVR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Rating"; Value = "Catalog"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RevisionNote"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Slew Rate"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Slew Rate(Typ)(V/us)"; Value = "2.4"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Sub Family"; Value = "Low Supply Voltage Amplifier (<=2.7V), Precision Amplifier"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "SubFamily"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supply Voltage Max"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supply Voltage Min"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Max"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Min"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Total Supply Voltage(Max)(+5V is 5, +/-5V is 10)"; Value = "16"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Total Supply Voltage(Min)(+5V is 5, +/-5V is 10)"; Value = "2.7"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vio (25C)(Max)(mV)"; Value = "5"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vmax(V)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vmin(V)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vn at 1kHz(Typ)(nV/rtHz)"; Value = ""; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=C1-1
Added Pin To Net: NetName=GND Pin=C1_L-1
Added Pin To Net: NetName=GND Pin=C2-1
Added Pin To Net: NetName=GND Pin=C3-1
Added Pin To Net: NetName=GND Pin=C4-1
Added Pin To Net: NetName=GND Pin=C13-2
Added Pin To Net: NetName=GND Pin=Cb1_3.3-2
Added Pin To Net: NetName=GND Pin=Cb1_5.5-2
Added Pin To Net: NetName=GND Pin=Cb1_AS-2
Added Pin To Net: NetName=GND Pin=Cb1_fans-2
Added Pin To Net: NetName=GND Pin=Cb1_mcm-2
Added Pin To Net: NetName=GND Pin=Cb1_MD-2
Added Pin To Net: NetName=GND Pin=Cb1_servo-2
Added Pin To Net: NetName=GND Pin=Cb2_3.3-1
Added Pin To Net: NetName=GND Pin=Cb2_3.3-2
Added Pin To Net: NetName=GND Pin=Cb2_5.5-1
Added Pin To Net: NetName=GND Pin=Cb2_5.5-2
Added Pin To Net: NetName=GND Pin=Cb2_AS-1
Added Pin To Net: NetName=GND Pin=Cb2_AS-2
Added Pin To Net: NetName=GND Pin=Cb2_fans-1
Added Pin To Net: NetName=GND Pin=Cb2_fans-2
Added Pin To Net: NetName=GND Pin=Cb2_mcm-1
Added Pin To Net: NetName=GND Pin=Cb2_mcm-2
Added Pin To Net: NetName=GND Pin=Cb2_MD-1
Added Pin To Net: NetName=GND Pin=Cb2_MD-2
Added Pin To Net: NetName=GND Pin=Cb2_servo-1
Added Pin To Net: NetName=GND Pin=Cb2_servo-2
Added Pin To Net: NetName=GND Pin=Cb3_AS-2
Added Pin To Net: NetName=GND Pin=Cb3_MD-2
Added Pin To Net: NetName=GND Pin=Cb4_AS-1
Added Pin To Net: NetName=GND Pin=Cb4_AS-2
Added Pin To Net: NetName=GND Pin=Cb4_MD-1
Added Pin To Net: NetName=GND Pin=Cb4_MD-2
Added Pin To Net: NetName=NetCcomp_1 Pin=Ccomp-1
Added Pin To Net: NetName=NetCcomp2_1 Pin=Ccomp-2
Added Pin To Net: NetName=NetCin_1 Pin=Cin2-1
Added Pin To Net: NetName=GND Pin=Cin2-2
Added Pin To Net: NetName=NetCin_1 Pin=Cin3-1
Added Pin To Net: NetName=GND Pin=Cin3-2
Added Pin To Net: NetName=NetCin_1 Pin=Cin4-1
Added Pin To Net: NetName=GND Pin=Cin4-2
Added Pin To Net: NetName=NetCin_1 Pin=Cin5-1
Added Pin To Net: NetName=GND Pin=Cin5-2
Added Pin To Net: NetName=GND Pin=Cin6-2
Added Pin To Net: NetName=GND Pin=Cin7-2
Added Pin To Net: NetName=NetCin_1 Pin=Cinx2-1
Added Pin To Net: NetName=GND Pin=Cinx2-2
Added Pin To Net: NetName=NetCin_1 Pin=Cinx3-1
Added Pin To Net: NetName=GND Pin=Cinx3-2
Added Pin To Net: NetName=NetCin_1 Pin=Cinx4-1
Added Pin To Net: NetName=GND Pin=Cinx4-2
Added Pin To Net: NetName=NetCin_1 Pin=Cinx5-1
Added Pin To Net: NetName=GND Pin=Cinx5-2
Added Pin To Net: NetName=GND Pin=Cinx6-2
Added Pin To Net: NetName=GND Pin=Cinx7-2
Added Pin To Net: NetName=GND Pin=Cmic-1
Added Pin To Net: NetName=GND Pin=Cout1_3-2
Added Pin To Net: NetName=GND Pin=Cout2_3-2
Added Pin To Net: NetName=GND Pin=Cout_6-2
Added Pin To Net: NetName=GND Pin=Cout_7-2
Added Pin To Net: NetName=GND Pin=CR1_L-2
Added Pin To Net: NetName=GND Pin=Cramp_4-1
Added Pin To Net: NetName=GND Pin=Cramp_6-2
Added Pin To Net: NetName=GND Pin=Cramp_7-2
Added Pin To Net: NetName=GND Pin=Css_6-1
Added Pin To Net: NetName=GND Pin=Css_7-1
Added Pin To Net: NetName=GND Pin=Cvcc_6-1
Added Pin To Net: NetName=GND Pin=Cvcc_7-1
Added Pin To Net: NetName=NetCout_1 Pin=F2-1
Added Pin To Net: NetName=NetCout_1 Pin=F2-1
Added Pin To Net: NetName=NetCout2_1 Pin=F3-1
Added Pin To Net: NetName=NetCout2_1 Pin=F3-1
Added Pin To Net: NetName=NetCout_4_1 Pin=F5-1
Added Pin To Net: NetName=NetCout_4_1 Pin=F5-1
Added Pin To Net: NetName=NetCout_5_1 Pin=F6-1
Added Pin To Net: NetName=NetCout_5_1 Pin=F6-1
Added Pin To Net: NetName=NetCcomp2_2 Pin=J2-1
Added Pin To Net: NetName=GND Pin=J2-2
Added Pin To Net: NetName=GND Pin=J3-2
Added Pin To Net: NetName=GND Pin=J4-2
Added Pin To Net: NetName=GND Pin=J5-2
Added Pin To Net: NetName=GND Pin=J6-2
Added Pin To Net: NetName=GND Pin=J7-2
Added Pin To Net: NetName=GND Pin=J8-2
Added Pin To Net: NetName=GND Pin=J9-2
Added Pin To Net: NetName=GND Pin=J10-2
Added Pin To Net: NetName=GND Pin=J11-2
Added Pin To Net: NetName=GND Pin=J17-2
Added Pin To Net: NetName=GND Pin=Jestop-2
Added Pin To Net: NetName=GND Pin=JN-5
Added Pin To Net: NetName=GND Pin=JN-6
Added Pin To Net: NetName=GND Pin=JN-7
Added Pin To Net: NetName=GND Pin=JN-8
Added Pin To Net: NetName=GND Pin=JN-9
Added Pin To Net: NetName=GND Pin=JN-10
Added Pin To Net: NetName=GND Pin=JN-11
Added Pin To Net: NetName=GND Pin=K1-2
Added Pin To Net: NetName=NetCin_1 Pin=K1-4
Added Pin To Net: NetName=GND Pin=K2-6
Added Pin To Net: NetName=NetCboot_3_1 Pin=L1_3-2
Added Pin To Net: NetName=NetCboot_5_1 Pin=L1_5-1
Added Pin To Net: NetName=NetCout_5_1 Pin=L1_5-2
Added Pin To Net: NetName=GND Pin=LED1-1
Added Pin To Net: NetName=GND Pin=LED2-1
Added Pin To Net: NetName=GND Pin=LED3-1
Added Pin To Net: NetName=GND Pin=LED4-1
Added Pin To Net: NetName=GND Pin=LED5-1
Added Pin To Net: NetName=GND Pin=LED6-1
Added Pin To Net: NetName=GND Pin=LED7-1
Added Pin To Net: NetName=GND Pin=LED8-1
Added Pin To Net: NetName=GND Pin=LED9-1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=MP--1
Added Pin To Net: NetName=GND Pin=P-fans-1
Added Pin To Net: NetName=GND Pin=P-fans-2
Added Pin To Net: NetName=GND Pin=P-fans-3
Added Pin To Net: NetName=GND Pin=P-fans-4
Added Pin To Net: NetName=GND Pin=P-fans-5
Added Pin To Net: NetName=GND Pin=P-fans-6
Added Pin To Net: NetName=GND Pin=P-fans-7
Added Pin To Net: NetName=GND Pin=P-fans-8
Added Pin To Net: NetName=GND Pin=P-fans-9
Added Pin To Net: NetName=GND Pin=P-fans-10
Added Pin To Net: NetName=GND Pin=P-fans-11
Added Pin To Net: NetName=GND Pin=P-fans-12
Added Pin To Net: NetName=GND Pin=R1_L-1
Added Pin To Net: NetName=GND Pin=R2_pd-2
Added Pin To Net: NetName=GND Pin=R3_pd-2
Added Pin To Net: NetName=GND Pin=R4_pd-2
Added Pin To Net: NetName=GND Pin=R5.52-2
Added Pin To Net: NetName=GND Pin=R5_L-1
Added Pin To Net: NetName=GND Pin=R5_pd-2
Added Pin To Net: NetName=GND Pin=R6_pd-2
Added Pin To Net: NetName=GND Pin=R7_pd-2
Added Pin To Net: NetName=GND Pin=R8_pd-2
Added Pin To Net: NetName=GND Pin=R9_pd-2
Added Pin To Net: NetName=GND Pin=R_pd-2
Added Pin To Net: NetName=GND Pin=RAS1_2-1
Added Pin To Net: NetName=GND Pin=RAS_2-1
